Week;Year;GID;Name;Pos;Team;h/a;Oppt;DK points;DK salary
2;2020;5436;Brown, Daniel;TE;nyj;h;sfo;0;2500
2;2020;4769;Carlson, Stephen;TE;cle;h;cin;0;2500
2;2020;4773;Sternberger, Jace;TE;gnb;h;det;0;3200
2;2020;4707;Hollister, Jacob;TE;sea;h;nwe;0;2600
2;2020;4737;Smythe, Durham;TE;mia;h;buf;0;2500
2;2020;4732;Conklin, Tyler;TE;min;a;ind;0;2500
2;2020;4648;Brate, Cameron;TE;tam;h;car;0;2600
2;2020;4758;Wesco, Trevon;TE;nyj;h;sfo;0;2500
2;2020;7003;Baltimore;Def;bal;a;hou;15;3600
2;2020;7013;Indianapolis;Def;ind;h;min;15;2500
2;2020;7029;Tampa Bay;Def;tam;h;car;14;2900
2;2020;7024;Pittsburgh;Def;pit;h;den;13;3800
2;2020;7006;Chicago;Def;chi;h;nyg;12;3700
2;2020;7012;Green Bay;Def;gnb;h;det;12;3300
2;2020;7001;Arizona;Def;ari;h;was;9;3000
2;2020;7020;New York G;Def;nyg;a;chi;9;2400
2;2020;7025;LA Rams;Def;lar;a;phi;7;2800
2;2020;7018;New England;Def;nwe;a;sea;6;2900
2;2020;7010;Denver;Def;den;a;pit;5;2500
2;2020;7015;Kansas City;Def;kan;a;lac;5;3400
2;2020;7027;San Francisco;Def;sfo;a;nyj;5;4000
2;2020;7030;Tennessee;Def;ten;h;jac;5;3500
2;2020;7019;New Orleans;Def;nor;a;lvr;4;3400
2;2020;7021;New York J;Def;nyj;h;sfo;4;2000
2;2020;7032;Houston;Def;hou;h;bal;4;2200
2;2020;7008;Cleveland;Def;cle;h;cin;4;2800
2;2020;7031;Washington;Def;was;a;ari;4;3100
2;2020;7017;Minnesota;Def;min;a;ind;4;3200
2;2020;7005;Carolina;Def;car;a;tam;3;2200
2;2020;7002;Atlanta;Def;atl;a;dal;3;2600
2;2020;7028;Seattle;Def;sea;h;nwe;3;3100
2;2020;7026;LA Chargers;Def;lac;h;kan;3;2000
2;2020;7004;Buffalo;Def;buf;a;mia;2;3900
2;2020;7022;Las Vegas;Def;lvr;h;nor;2;2000
2;2020;7016;Miami;Def;mia;h;buf;2;2100
2;2020;7023;Philadelphia;Def;phi;h;lar;1;2600
2;2020;7014;Jacksonville;Def;jac;a;ten;0;2300
2;2020;7007;Cincinnati;Def;cin;a;cle;-2;2700
2;2020;7011;Detroit;Def;det;a;gnb;-3;2100
2;2020;7009;Dallas;Def;dal;h;atl;-3;2700
