Week;Year;GID;Name;Pos;Team;h/a;Oppt;DK points;DK salary
6;2020;5772;Miller, Scott;WR;tam;h;gnb;1.6;4200
6;2020;5385;Conley, Chris;WR;jac;h;det;1.6;3600
6;2020;5790;Blake, Christian;WR;atl;a;min;1.5;3000
6;2020;5574;McKenzie, Isaiah;WR;buf;h;kan;1.4;3000
6;2020;5880;Mack, Austin;WR;nyg;h;was;1.1;3000
6;2020;5765;Spencer, Diontae;WR;den;a;nwe;0.9;3000
6;2020;5862;Cleveland, Tyrie;WR;den;a;nwe;0;3000
6;2020;5578;Hollins, Mack;WR;mia;h;nyj;0;3000
6;2020;3670;Ginn Jr., Ted;WR;chi;a;car;0;3000
6;2020;5408;Roberts, Seth;WR;car;h;chi;0;3000
6;2020;5848;Bowden, Lynn;WR;mia;h;nyj;0;3000
6;2020;5640;Hamilton, DaeSean;WR;den;a;nwe;0;3000
6;2020;5677;Zylstra, Brandon;WR;car;h;chi;0;3000
6;2020;5689;Powell, Brandon;WR;atl;a;min;0;3000
6;2020;5752;Olszewski, Gunner;WR;nwe;h;den;0;3000
6;2020;5480;Erickson, Alex;WR;cin;a;ind;0;3000
6;2020;5558;Ross, John;WR;cin;a;ind;0;3000
6;2020;5836;Gandy-Golden, Antonio;WR;was;a;nyg;0;3000
6;2020;5672;St. Brown, Equanimeous;WR;gnb;a;tam;0;3700
6;2020;5699;Sherfield, Trent;WR;ari;a;dal;0;3000
6;2020;5845;Proche, James;WR;bal;a;phi;0;3000
6;2020;5879;Taylor, Malik;WR;gnb;a;tam;0;3000
6;2020;5462;Cooper, Pharoh;WR;car;h;chi;0;3000
6;2020;5874;Peoples-Jones, Donovan;WR;cle;a;pit;0;3000
6;2020;5600;Mickens, Jaydon;WR;tam;h;gnb;0;3000
6;2020;5747;Johnson, Olabisi;WR;min;h;atl;0;3000
6;2020;5264;Brown, John;WR;buf;h;kan;0;4900
6;2020;5724;Harry, N'Keal;WR;nwe;h;den;0;4500
6;2020;5671;Wims, Javon;WR;chi;a;car;0;3000
6;2020;5816;Grayson, Cyril;WR;tam;h;gnb;0;3000
6;2020;5555;Taylor, Taywan;WR;cle;a;pit;0;3000
6;2020;5653;Smith, Vyncint;WR;nyj;a;mia;0;3000
6;2020;5690;Watson, Justin;WR;tam;h;gnb;0;3000
6;2020;3978;Roberts, Andre;WR;buf;h;kan;0;3000
6;2020;5799;Zaccheaus, Olamide;WR;atl;a;min;0;3200
6;2020;3760;Slater, Matthew;WR;nwe;h;den;0;3000
6;2020;5654;Carter, DeAndre;WR;hou;a;ten;0;3000
6;2020;5674;James, Richie;WR;sfo;h;lar;0;3000
6;2020;5734;Isabella, Andy;WR;ari;a;dal;0;4300
6;2020;5727;Hardman, Mecole;WR;kan;a;buf;0;4400
6;2020;5706;Ford, Isaiah;WR;nwe;h;den;0;3500
6;2020;5665;McCloud, Ray-Ray;WR;pit;h;cle;0;3000
6;2020;5798;Dulin, Ashton;WR;ind;h;cin;0;3000
6;2020;5802;Webster, Nsimba;WR;lar;a;sfo;0;3000
6;2020;5860;Johnson, Collin;WR;jac;h;det;0;3000
6;2020;5212;Stills, Kenny;WR;hou;a;ten;0;3400
6;2020;4738;Firkser, Anthony;TE;ten;h;hou;28.3;2500
6;2020;4703;Kittle, George;TE;sfo;h;lar;26.9;6800
6;2020;4582;Kelce, Travis;TE;kan;a;buf;22.5;7200
6;2020;4618;Burton, Trey;TE;ind;h;cin;21.9;3100
6;2020;4609;Fells, Darren;TE;hou;a;ten;20.5;3800
6;2020;4494;Gronkowski, Rob;TE;tam;h;gnb;18.8;4400
6;2020;4720;Hurst, Hayden;TE;atl;a;min;15.7;4700
6;2020;4709;Shaheen, Adam;TE;mia;h;nyj;14.1;2500
6;2020;1463;Thomas, Logan;TE;was;a;nyg;13.2;3300
6;2020;4660;Boyle, Nick;TE;bal;a;phi;12.3;2700
6;2020;4757;Smith Jr., Irv;TE;min;h;atl;11.5;2500
6;2020;4594;Doyle, Jack;TE;ind;h;cin;10.9;2700
6;2020;4677;Hooper, Austin;TE;cle;a;pit;10.2;3900
6;2020;4778;Kmet, Cole;TE;chi;a;car;10;2500
6;2020;4749;Hockenson, T.J.;TE;det;a;jac;9.7;5300
6;2020;4680;Higbee, Tyler;TE;lar;a;sfo;8.6;4800
6;2020;4492;Graham, Jimmy;TE;chi;a;car;8.4;5000
6;2020;4537;Rudolph, Kyle;TE;min;h;atl;7.7;3700
6;2020;4742;Schultz, Dalton;TE;dal;h;ari;7.5;4500
6;2020;4737;Smythe, Durham;TE;mia;h;nyj;7.4;2500
6;2020;4569;Ertz, Zach;TE;phi;h;bal;7.3;5000
6;2020;4728;Croom, Jason;TE;phi;h;bal;7.3;0
6;2020;4789;Okwuegbunam, Albert;TE;den;a;nwe;6.5;2500
6;2020;4629;Rodgers, Richard;TE;phi;h;bal;6.1;2500
6;2020;4751;Izzo, Ryan;TE;nwe;h;den;5.8;2700
6;2020;4705;Everett, Gerald;TE;lar;a;sfo;5.7;3300
6;2020;4744;Tonyan, Robert;TE;gnb;a;tam;5.5;5100
6;2020;4701;Engram, Evan;TE;nyg;h;was;5;4900
6;2020;4753;Brown, Pharaoh;TE;hou;a;ten;4.8;2500
6;2020;4770;Smith, Kaden;TE;nyg;h;was;4.5;2600
6;2020;4721;Andrews, Mark;TE;bal;a;phi;4.1;6500
6;2020;4592;Griffin, Ryan;TE;nyj;a;mia;3.7;3000
6;2020;4668;Swaim, Geoff;TE;ten;h;hou;3;2500
6;2020;4601;Ebron, Eric;TE;pit;h;cle;2.9;4100
6;2020;4706;Smith, Jonnu;TE;ten;h;hou;2.3;5200
6;2020;4780;Bryant, Harrison;TE;cle;a;pit;2.1;2500
6;2020;4730;Thomas, Ian;TE;car;h;chi;1.9;2900
6;2020;4652;Kroft, Tyler;TE;buf;h;kan;1.7;2800
6;2020;4702;Njoku, David;TE;cle;a;pit;1.7;3600
6;2020;4688;Vannett, Nick;TE;den;a;nwe;1.7;3100
6;2020;4697;Manhertz, Chris;TE;car;h;chi;1.6;2500
6;2020;4653;James, Jesse;TE;det;a;jac;1.3;2500
6;2020;4648;Brate, Cameron;TE;tam;h;gnb;1.3;3500
6;2020;4786;Keizer, Nick;TE;kan;a;buf;1.2;2500
6;2020;4708;Daniels, Darrell;TE;ari;a;dal;1.1;2500
6;2020;4712;Seals-Jones, Ricky;TE;kan;a;buf;0;2800
6;2020;4768;Hudson, Tanner;TE;tam;h;gnb;0;2500
6;2020;4714;Sprinkle, Jeremy;TE;was;a;nyg;0;2500
6;2020;4722;Butt, Jake;TE;den;a;nwe;0;3000
6;2020;4765;Graham, Jaeden;TE;atl;a;min;0;2500
6;2020;4761;Beck, Andrew;TE;den;a;nwe;0;2500
6;2020;4785;Togiai, Noah;TE;ind;h;cin;0;2500
6;2020;4324;Lewis, Marcedes;TE;gnb;a;tam;0;2800
6;2020;4568;Eifert, Tyler;TE;jac;h;det;0;3400
6;2020;4759;Winchester, James;TE;kan;a;buf;0;2500
6;2020;4711;Carter, Cethan;TE;cin;a;ind;0;2500
6;2020;4664;O'Shaughnessy, James;TE;jac;h;det;0;3000
6;2020;4642;Harris, Demetrius;TE;chi;a;car;0;2500
6;2020;4719;Gesicki, Mike;TE;mia;h;nyj;0;5500
6;2020;4734;Herndon, Chris;TE;nyj;a;mia;0;3200
6;2020;4756;Sample, Drew;TE;cin;a;ind;0;3400
6;2020;4747;Mundt, Johnny;TE;lar;a;sfo;0;2500
6;2020;4535;Smith, Lee;TE;buf;h;kan;0;2500
6;2020;4763;Holtz, J.P.;TE;chi;a;car;0;2500
6;2020;4741;Arnold, Dan;TE;ari;a;dal;0;3000
6;2020;4790;Davis, Tyler;TE;jac;h;det;0;2500
6;2020;4731;Thomas, Jordan;TE;ari;a;dal;0;2500
6;2020;4779;Asiasi, Devin;TE;nwe;h;den;0;2500
6;2020;4666;Bell, Blake;TE;dal;h;ari;0;2800
6;2020;5733;Butler, Hakeem;TE;phi;h;bal;0;2500
6;2020;4764;Yelder, Deon;TE;kan;a;buf;0;2500
6;2020;4783;Gilliam, Reggie;TE;buf;h;kan;0;2500
6;2020;4577;Toilolo, Levine;TE;nyg;h;was;0;2500
6;2020;4532;Stocker, Luke;TE;atl;a;min;0;2500
6;2020;5436;Brown, Daniel;TE;nyj;a;mia;0;2500
6;2020;4769;Carlson, Stephen;TE;cle;a;pit;0;2500
6;2020;4773;Sternberger, Jace;TE;gnb;a;tam;0;2500
6;2020;4732;Conklin, Tyler;TE;min;h;atl;0;2500
6;2020;4572;McDonald, Vance;TE;pit;h;cle;0;2700
6;2020;4758;Wesco, Trevon;TE;nyj;a;mia;0;2500
6;2020;4745;Dwelley, Ross;TE;sfo;h;lar;0;2500
6;2020;7029;Tampa Bay;Def;tam;h;gnb;19;3100
6;2020;7024;Pittsburgh;Def;pit;h;cle;18;3600
6;2020;7016;Miami;Def;mia;h;nyj;15;2900
6;2020;7001;Arizona;Def;ari;a;dal;15;3000
6;2020;7010;Denver;Def;den;a;nwe;14;3500
6;2020;7020;New York G;Def;nyg;h;was;14;3200
6;2020;7006;Chicago;Def;chi;a;car;11;3400
6;2020;7002;Atlanta;Def;atl;a;min;7;2200
6;2020;7018;New England;Def;nwe;h;den;7;4100
6;2020;7003;Baltimore;Def;bal;a;phi;7;4500
6;2020;7021;New York J;Def;nyj;a;mia;6;2400
6;2020;7011;Detroit;Def;det;a;jac;6;3000
6;2020;7027;San Francisco;Def;sfo;h;lar;5;3100
6;2020;7007;Cincinnati;Def;cin;a;ind;4;2100
6;2020;7032;Houston;Def;hou;a;ten;4;2700
6;2020;7031;Washington;Def;was;a;nyg;4;3300
6;2020;7013;Indianapolis;Def;ind;h;cin;4;4000
6;2020;7004;Buffalo;Def;buf;h;kan;3;2600
6;2020;7015;Kansas City;Def;kan;a;buf;3;2500
6;2020;7023;Philadelphia;Def;phi;h;bal;2;2600
6;2020;7005;Carolina;Def;car;h;chi;2;2900
6;2020;7014;Jacksonville;Def;jac;h;det;1;2800
6;2020;7008;Cleveland;Def;cle;a;pit;1;2700
6;2020;7025;LA Rams;Def;lar;a;sfo;0;3500
6;2020;7017;Minnesota;Def;min;h;atl;0;2300
6;2020;7012;Green Bay;Def;gnb;a;tam;-1;3700
6;2020;7030;Tennessee;Def;ten;h;hou;-2;2800
6;2020;7009;Dallas;Def;dal;h;ari;-3;2800
