Week;Year;GID;Name;Pos;Team;h/a;Oppt;DK points;DK salary
5;2020;5820;Taylor, Jonathan;RB;ind;a;cle;15.4;6200
5;2020;5537;Conner, James;RB;pit;h;phi;15.3;6900
5;2020;5414;Mostert, Raheem;RB;sfo;h;mia;14.9;6100
5;2020;5682;Jackson, Justin;RB;lac;a;nor;14.4;4300
5;2020;2993;Yeldon, T.J.;RB;buf;a;ten;14.4;4000
5;2020;5446;Drake, Kenyan;RB;ari;a;nyj;13.2;5700
5;2020;5395;Johnson, David;RB;hou;h;jac;12.3;5200
5;2020;5818;Edwards-Helaire, Clyde;RB;kan;h;lvr;11;6800
5;2020;5849;Robinson, James;RB;jac;a;hou;11;6700
5;2020;5586;McKissic, J.D.;RB;was;h;lar;10.9;4000
5;2020;5827;Gibson, Antonio;RB;was;h;lar;10.1;5000
5;2020;5821;Dobbins, J.K.;RB;bal;h;cin;8.5;4300
5;2020;2899;Murray, Latavius;RB;nor;h;lac;7.7;5000
5;2020;5468;Booker, Devontae;RB;lvr;a;kan;7.7;4000
5;2020;2888;Bell, Le'Veon;RB;nyj;h;ari;7.7;5100
5;2020;5608;Hill, Brian;RB;atl;h;car;7.4;4000
5;2020;2915;Thompson, Chris;RB;jac;a;hou;7.2;4000
5;2020;2908;Juszczyk, Kyle;RB;sfo;h;mia;7.1;4000
5;2020;5490;Richard, Jalen;RB;lvr;a;kan;7;4000
5;2020;5567;Breida, Matt;RB;mia;a;sfo;6.9;4200
5;2020;5819;Akers, Cam;RB;lar;a;was;6.1;4000
5;2020;2793;Ingram, Mark;RB;bal;h;cin;5.7;5400
5;2020;5718;Pollard, Tony;RB;dal;h;nyg;5.2;4000
5;2020;5623;Hines, Nyheim;RB;ind;a;cle;5;4300
5;2020;5708;Williams, Darrel;RB;kan;h;lvr;4.9;4000
5;2020;5829;Kelley, Joshua;RB;lac;a;nor;4.8;5600
5;2020;5746;Johnson, D'Ernest;RB;cle;h;ind;4.6;4700
5;2020;5764;Ingold, Alec;RB;lvr;a;kan;4.5;4000
5;2020;5547;Gallman, Wayne;RB;nyg;a;dal;4.4;4000
5;2020;5717;Singletary, Devin;RB;buf;a;ten;4.3;5900
5;2020;5542;McNichols, Jeremy;RB;ten;h;buf;4.1;4000
5;2020;5441;Brown, Malcolm;RB;lar;a;was;3.4;5300
5;2020;2467;Gore, Frank;RB;nyj;h;ari;3;4000
5;2020;2997;Johnson, Duke;RB;hou;h;jac;2.9;4100
5;2020;5703;Wilson Jr., Jeff;RB;sfo;h;mia;2.7;5000
5;2020;5681;Edwards, Gus;RB;bal;h;cin;2.5;4000
5;2020;2935;McKinnon, Jerick;RB;sfo;h;mia;2.5;5800
5;2020;2816;Lewis, Dion;RB;nyg;a;dal;2.1;4200
5;2020;5662;Boone, Mike;RB;min;a;sea;1.9;4000
5;2020;5740;Snell, Benny;RB;pit;h;phi;1.9;4000
5;2020;5743;Ricard, Patrick;RB;bal;h;cin;1.7;4000
5;2020;5737;Cox, Chandler;RB;mia;a;sfo;1.6;4000
5;2020;5823;Vaughn, Ke'Shawn;RB;tam;a;chi;1.5;4000
5;2020;2889;Bernard, Giovani;RB;cin;a;bal;1.4;4100
5;2020;5738;Homer, Travis;RB;sea;h;min;1.4;4000
5;2020;5826;Evans, Darrynton;RB;ten;h;buf;1.2;4000
5;2020;5658;Smith, Ito;RB;atl;h;car;0.6;4000
5;2020;5864;McFarland, Anthony;RB;pit;h;phi;0.6;4000
5;2020;5482;Janovich, Andy;RB;cle;h;ind;0.4;4000
5;2020;5588;Penny, Elijhaa;RB;nyg;a;dal;0.3;4000
5;2020;5624;Scott, Boston;RB;phi;a;pit;0.3;4000
5;2020;5415;Burton, Michael;RB;nor;h;lac;0.2;4000
5;2020;5644;Armah, Alex;RB;car;a;atl;0.2;4000
5;2020;5625;Wilkins, Jordan;RB;ind;a;cle;0.1;4000
5;2020;5492;Smith, Keith;RB;atl;h;car;0.1;4000
5;2020;5744;Thompson, Darwin;RB;kan;h;lvr;0;4000
5;2020;5688;Samuels, Jaylen;RB;pit;h;phi;0;4000
5;2020;5483;Washington, Dwayne;RB;nor;h;lac;0;4000
5;2020;5663;Bellore, Nick;RB;sea;h;min;0;4000
5;2020;5581;Ham, C.J.;RB;min;a;sea;0;4000
5;2020;2834;Miller, Bruce;RB;jac;a;hou;0;4000
5;2020;5873;Dallas, DeeJay;RB;sea;h;min;0;4000
5;2020;5534;Fournette, Leonard;RB;tam;a;chi;0;5000
5;2020;5507;Barber, Peyton;RB;was;h;lar;0;4000
5;2020;5815;Nall, Ryan;RB;chi;h;tam;0;4000
5;2020;5762;Gillaspia, Cullen;RB;hou;h;jac;0;4000
5;2020;2995;Abdullah, Ameer;RB;min;a;sea;0;4000
5;2020;5863;Perine, La'Mical;RB;nyj;h;ari;0;4000
5;2020;2822;Sherman, Anthony;RB;kan;h;lvr;0;4000
5;2020;5788;Laird, Patrick;RB;mia;a;sfo;0;4000
5;2020;5697;Ogunbowale, Dare;RB;jac;a;hou;0;4000
5;2020;5683;Hilliard, Dontrell;RB;cle;h;ind;0;4000
5;2020;2820;Jones, Taiwan;RB;buf;a;ten;0;4000
5;2020;5448;Prosise, C.J.;RB;hou;h;jac;0;4000
5;2020;5538;Perine, Samaje;RB;cin;a;bal;0;4000
5;2020;5583;Clement, Corey;RB;phi;a;pit;0;4000
5;2020;5876;Nabers, Gabe;RB;lac;a;nor;0;4000
5;2020;5865;Hasty, JaMycal;RB;sfo;h;mia;0;4000
5;2020;5657;Cannon, Trenton;RB;car;a;atl;-0.1;4000
5;2020;5861;Claypool, Chase;WR;pit;h;phi;45.6;4100
5;2020;5809;Fulgham, Travis;WR;phi;a;pit;34.2;3000
5;2020;5255;Cooks, Brandin;WR;hou;h;jac;33.1;4100
5;2020;5594;Williams, Mike;WR;lac;a;nor;30.9;4000
5;2020;5333;Thielen, Adam;WR;min;a;sea;29.3;7000
5;2020;5410;Crowder, Jamison;WR;nyj;h;ari;28.6;5800
5;2020;5206;Hopkins, DeAndre;WR;ari;a;nyj;28.1;7900
5;2020;5725;Metcalf, D.K.;WR;sea;h;min;27.3;7100
5;2020;3983;Sanders, Emmanuel;WR;nor;h;lac;27.2;4800
5;2020;5631;Ridley, Calvin;WR;atl;h;car;24.6;7500
5;2020;5767;Slayton, Darius;WR;nyg;a;dal;23.9;4800
5;2020;5424;Diggs, Stefon;WR;buf;a;ten;23.6;7000
5;2020;5755;Williams, Preston;WR;mia;a;sfo;23.6;4100
5;2020;5831;Lamb, CeeDee;WR;dal;h;nyg;23.4;6000
5;2020;5833;Ruggs III, Henry;WR;lvr;a;kan;22.8;4700
5;2020;5502;Anderson, Robby;WR;car;a;atl;22.5;5900
5;2020;5728;Brown, A.J.;WR;ten;h;buf;21.2;5400
5;2020;5730;Brown, Marquise;WR;bal;h;cin;19.8;6300
5;2020;5633;Moore, D.J.;WR;car;a;atl;19.3;6000
5;2020;5258;Robinson, Allen;WR;chi;h;tam;19;6700
5;2020;5485;Hill, Tyreek;WR;kan;h;lvr;18.3;6900
5;2020;5217;Woods, Robert;WR;lar;a;was;17.1;6400
5;2020;5454;Fuller, Will;WR;hou;h;jac;15.8;6600
5;2020;5253;Evans, Mike;WR;tam;a;chi;15.1;6600
5;2020;5847;Shenault Jr., Laviska;WR;jac;a;hou;14.9;4500
5;2020;5378;Agholor, Nelson;WR;lvr;a;kan;14.7;3600
5;2020;5380;Parker, DeVante;WR;mia;a;sfo;13;5900
5;2020;5151;Hilton, T.Y.;WR;ind;a;cle;12.9;4900
5;2020;5335;Landry, Jarvis;WR;cle;h;ind;12.8;5000
5;2020;5636;Kirk, Christian;WR;ari;a;nyj;12.8;4700
5;2020;5793;Ward, Greg;WR;phi;a;pit;12.6;4600
5;2020;5475;Higgins, Rashard;WR;cle;h;ind;12.1;3000
5;2020;5860;Johnson, Collin;WR;jac;a;hou;12;3000
5;2020;5552;Kupp, Cooper;WR;lar;a;was;11.6;6500
5;2020;5323;Beckham Jr., Odell;WR;cle;h;ind;11.42;6400
5;2020;5556;Samuel, Curtis;WR;car;a;atl;11.4;4800
5;2020;5163;Beasley, Cole;WR;buf;a;ten;11.3;4700
5;2020;5634;Gallup, Michael;WR;dal;h;nyg;11.3;5400
5;2020;5598;Bourne, Kendrick;WR;sfo;h;mia;11;4200
5;2020;5198;Allen, Keenan;WR;lac;a;nor;10.9;6400
5;2020;5858;Davis, Gabriel;WR;buf;a;ten;10.8;3400
5;2020;5125;Cobb, Randall;WR;hou;h;jac;10.7;4600
5;2020;5574;McKenzie, Isaiah;WR;buf;a;ten;10.7;3000
5;2020;5570;Cole, Keelan;WR;jac;a;hou;10.7;4700
5;2020;5766;Wilson, Cedrick;WR;dal;h;nyg;10.64;3100
5;2020;5665;McCloud, Ray-Ray;WR;pit;h;phi;10.5;3000
5;2020;5252;Watkins, Sammy;WR;kan;h;lvr;10.4;4500
5;2020;5839;Higgins, Tee;WR;cin;a;bal;10.2;4900
5;2020;5846;Johnson, Tyler;WR;tam;a;chi;10.1;3000
5;2020;5386;Lockett, Tyler;WR;sea;h;min;8.4;6900
5;2020;5587;Johnson, Marcus;WR;ind;a;cle;8.3;3000
5;2020;5455;Boyd, Tyler;WR;cin;a;bal;8.2;6200
5;2020;3995;Tate, Golden;WR;nyg;a;dal;8.2;4600
5;2020;5841;Duvernay, Devin;WR;bal;h;cin;7.9;3000
5;2020;5385;Conley, Chris;WR;jac;a;hou;7.8;3300
5;2020;5208;Patterson, Cordarrelle;WR;chi;h;tam;7.5;3400
5;2020;3501;Fitzgerald, Larry;WR;ari;a;nyj;7.5;3800
5;2020;5830;Aiyuk, Brandon;WR;sfo;h;mia;7.4;5200
5;2020;5877;Callaway, Marquez;WR;nor;h;lac;7.4;3000
5;2020;5727;Hardman, Mecole;WR;kan;h;lvr;7;4400
5;2020;5553;Smith-Schuster, JuJu;WR;pit;h;phi;6.8;6700
5;2020;5632;Miller, Anthony;WR;chi;h;tam;6.8;4700
5;2020;5582;Reynolds, Josh;WR;lar;a;was;6.6;4000
5;2020;5856;Hightower, John;WR;phi;a;pit;5.8;3000
5;2020;5757;McLaurin, Terry;WR;was;h;lar;5.6;6100
5;2020;5635;Washington, James;WR;pit;h;phi;5.5;4900
5;2020;5801;Guyton, Jalen;WR;lac;a;nor;5.5;3700
5;2020;5835;Jefferson, Justin;WR;min;a;sea;5.3;5500
5;2020;5807;Smith, Jeff;WR;nyj;h;ari;5.3;3000
5;2020;5761;Renfrow, Hunter;WR;lvr;a;kan;5.2;4900
5;2020;5167;Hogan, Chris;WR;nyj;h;ari;5;3000
5;2020;5734;Isabella, Andy;WR;ari;a;nyj;5;4200
5;2020;5732;Arcega-Whiteside, JJ;WR;phi;a;pit;4.7;3000
5;2020;5798;Dulin, Ashton;WR;ind;a;cle;4.7;3000
5;2020;5659;Chark, D.J.;WR;jac;a;hou;4.6;6500
5;2020;5520;Raymond, Kalif;WR;ten;h;buf;4.6;3200
5;2020;5706;Ford, Isaiah;WR;nwe;h;-;4.3;3500
5;2020;5726;Samuel, Deebo;WR;sfo;h;mia;4.2;5300
5;2020;5600;Mickens, Jaydon;WR;tam;a;chi;4.2;3000
5;2020;5376;Cooper, Amari;WR;dal;h;nyg;4.1;7400
5;2020;5680;Gage, Russell;WR;atl;h;car;3.6;5100
5;2020;5647;Pascal, Zach;WR;ind;a;cle;3.5;4600
5;2020;5857;Mooney, Darnell;WR;chi;h;tam;3.5;3000
5;2020;5853;Swain, Freddie;WR;sea;h;min;3.4;3000
5;2020;5759;Pringle, Byron;WR;kan;h;lvr;3.3;3000
5;2020;5353;Fowler, Bennie;WR;nor;h;lac;3.1;3000
5;2020;5639;Smith, Tre'Quan;WR;nor;h;lac;2.8;5200
5;2020;5212;Stills, Kenny;WR;hou;h;jac;2.4;3600
5;2020;5747;Johnson, Olabisi;WR;min;a;sea;2.3;3000
5;2020;5799;Zaccheaus, Olamide;WR;atl;h;car;2.3;3000
5;2020;5462;Cooper, Pharoh;WR;car;a;atl;2.2;3000
5;2020;5515;Robinson, Demarcus;WR;kan;h;lvr;2.2;3800
5;2020;5696;Tate, Auden;WR;cin;a;bal;2.2;3000
5;2020;5796;Hollister, Cody;WR;ten;h;buf;2.2;0
5;2020;5692;Beebe, Chad;WR;min;a;sea;2.1;3000
5;2020;5868;Hill, K.J.;WR;lac;a;nor;1.8;3000
5;2020;5871;Westbrook, Nick;WR;ten;h;buf;1.7;3000
5;2020;5699;Sherfield, Trent;WR;ari;a;nyj;1.6;3000
5;2020;3978;Roberts, Andre;WR;buf;a;ten;1.6;3000
5;2020;5731;Johnson, KeeSean;WR;ari;a;nyj;1.5;3000
5;2020;5867;Wright, Isaiah;WR;was;h;lar;1.3;3000
5;2020;5641;Berrios, Braxton;WR;nyj;h;ari;1.3;3600
5;2020;5557;Jones, Zay;WR;lvr;a;kan;1.2;3000
5;2020;5097;Inman, Dontrelle;WR;was;h;lar;0.8;3700
5;2020;5754;Johnson, Diontae;WR;pit;h;phi;0.8;5600
5;2020;5878;Johnson, Tyron;WR;lac;a;nor;0.7;3000
5;2020;5503;Thomas, Mike;WR;cin;a;bal;0.7;3000
5;2020;5848;Bowden, Lynn;WR;mia;a;sfo;0.4;3000
5;2020;5486;Grant, Jakeem;WR;mia;a;sfo;0.4;3000
5;2020;5655;Moore, David;WR;sea;h;min;0;3500
5;2020;5748;Boykin, Miles;WR;bal;h;cin;0;4000
5;2020;5578;Hollins, Mack;WR;mia;a;sfo;0;3000
5;2020;3670;Ginn Jr., Ted;WR;chi;h;tam;0;3000
5;2020;5408;Roberts, Seth;WR;car;a;atl;0;3000
5;2020;5677;Zylstra, Brandon;WR;car;a;atl;0;3000
5;2020;5784;Board, C.J.;WR;nyg;a;dal;0;3000
5;2020;5689;Powell, Brandon;WR;atl;h;car;0;3000
5;2020;5480;Erickson, Alex;WR;cin;a;bal;0;3000
5;2020;5836;Gandy-Golden, Antonio;WR;was;h;lar;0;3000
5;2020;5845;Proche, James;WR;bal;h;cin;0;3000
5;2020;5874;Peoples-Jones, Donovan;WR;cle;h;ind;0;3000
5;2020;5772;Miller, Scott;WR;tam;a;chi;0;4500
5;2020;5585;Brown, Noah;WR;dal;h;nyg;0;3000
5;2020;5091;Green, A.J.;WR;cin;a;bal;0;4800
5;2020;5671;Wims, Javon;WR;chi;h;tam;0;3000
5;2020;5571;Taylor, Trent;WR;sfo;h;mia;0;3300
5;2020;5287;Snead, Willie;WR;bal;h;cin;0;3700
5;2020;5870;Fountain, Daurice;WR;ind;a;cle;0;3000
5;2020;5812;Sims, Cam;WR;was;h;lar;0;3000
5;2020;5805;Gafford, Rico;WR;lvr;a;kan;0;3000
5;2020;5790;Blake, Christian;WR;atl;h;car;0;3000
5;2020;5654;Carter, DeAndre;WR;hou;h;jac;0;3000
5;2020;5678;Ratley, Damion;WR;nyg;a;dal;0;3200
5;2020;5802;Webster, Nsimba;WR;lar;a;was;0;3000
5;2020;5844;Jefferson, Van;WR;lar;a;was;0;3000
5;2020;4582;Kelce, Travis;TE;kan;h;lvr;27.8;6400
5;2020;4706;Smith, Jonnu;TE;ten;h;buf;21;4900
5;2020;4721;Andrews, Mark;TE;bal;h;cin;17.6;6200
5;2020;5419;Waller, Darren;TE;lvr;a;kan;15.8;5900
5;2020;4719;Gesicki, Mike;TE;mia;a;sfo;14.1;5000
5;2020;4609;Fells, Darren;TE;hou;h;jac;13.7;3400
5;2020;4437;Cook, Jared;TE;nor;h;lac;13.2;4700
5;2020;4705;Everett, Gerald;TE;lar;a;was;13;2500
5;2020;4492;Graham, Jimmy;TE;chi;h;tam;12.3;4700
5;2020;4675;Henry, Hunter;TE;lac;a;nor;12.3;4300
5;2020;4677;Hooper, Austin;TE;cle;h;ind;10.7;4100
5;2020;4757;Smith Jr., Irv;TE;min;a;sea;10.4;2500
5;2020;4701;Engram, Evan;TE;nyg;a;dal;9.5;4600
5;2020;4648;Brate, Cameron;TE;tam;a;chi;9.4;3000
5;2020;4727;Dissly, Will;TE;sea;h;min;8.9;2500
5;2020;4703;Kittle, George;TE;sfo;h;mia;8.4;6600
5;2020;4618;Burton, Trey;TE;ind;a;cle;8.3;2900
5;2020;4601;Ebron, Eric;TE;pit;h;phi;8.3;4000
5;2020;4494;Gronkowski, Rob;TE;tam;a;chi;8.2;4500
5;2020;4709;Shaheen, Adam;TE;mia;a;sfo;7.3;2500
5;2020;4708;Daniels, Darrell;TE;ari;a;nyj;5.7;2500
5;2020;4664;O'Shaughnessy, James;TE;jac;a;hou;5;3000
5;2020;4738;Firkser, Anthony;TE;ten;h;buf;4.9;2500
5;2020;4568;Eifert, Tyler;TE;jac;a;hou;4.6;3400
5;2020;4734;Herndon, Chris;TE;nyj;h;ari;4.4;3200
5;2020;4756;Sample, Drew;TE;cin;a;bal;4.2;3700
5;2020;4680;Higbee, Tyler;TE;lar;a;was;3.2;5600
5;2020;4368;Olsen, Greg;TE;sea;h;min;3;4000
5;2020;4629;Rodgers, Richard;TE;phi;a;pit;2.8;2500
5;2020;4720;Hurst, Hayden;TE;atl;h;car;2.8;4700
5;2020;4262;Witten, Jason;TE;lvr;a;kan;2.6;2500
5;2020;4750;Knox, Dawson;TE;buf;a;ten;2.5;3600
5;2020;4542;Green, Virgil;TE;lac;a;nor;2.4;2500
5;2020;4666;Bell, Blake;TE;dal;h;nyg;2.3;2800
5;2020;4788;Hemingway, Temarrick;TE;was;h;lar;2;0
5;2020;4537;Rudolph, Kyle;TE;min;a;sea;2;3500
5;2020;4768;Hudson, Tanner;TE;tam;a;chi;1.9;2500
5;2020;4642;Harris, Demetrius;TE;chi;h;tam;1.9;2500
5;2020;4765;Graham, Jaeden;TE;atl;h;car;1.7;2500
5;2020;4770;Smith, Kaden;TE;nyg;a;dal;1.7;2800
5;2020;4742;Schultz, Dalton;TE;dal;h;nyg;1.6;4800
5;2020;4569;Ertz, Zach;TE;phi;a;pit;1.6;5700
5;2020;4702;Njoku, David;TE;cle;h;ind;1.6;3500
5;2020;4758;Wesco, Trevon;TE;nyj;h;ari;1.5;2500
5;2020;1463;Thomas, Logan;TE;was;h;lar;1.4;3500
5;2020;4753;Brown, Pharaoh;TE;hou;h;jac;1.4;2500
5;2020;4572;McDonald, Vance;TE;pit;h;phi;1.4;2800
5;2020;4660;Boyle, Nick;TE;bal;h;cin;1.2;2700
5;2020;4532;Stocker, Luke;TE;atl;h;car;1.2;2500
5;2020;4586;Hill, Josh;TE;nor;h;lac;1.1;2500
5;2020;4714;Sprinkle, Jeremy;TE;was;h;lar;0;2500
5;2020;4594;Doyle, Jack;TE;ind;a;cle;0;3300
5;2020;4697;Manhertz, Chris;TE;car;a;atl;0;2500
5;2020;4759;Winchester, James;TE;kan;h;lvr;0;2500
5;2020;4711;Carter, Cethan;TE;cin;a;bal;0;2500
5;2020;4778;Kmet, Cole;TE;chi;h;tam;0;2500
5;2020;4730;Thomas, Ian;TE;car;a;atl;0;3400
5;2020;4668;Swaim, Geoff;TE;ten;h;buf;0;2500
5;2020;4599;Carrier, Derek;TE;lvr;a;kan;0;2500
5;2020;4747;Mundt, Johnny;TE;lar;a;was;0;2500
5;2020;4760;Moreau, Foster;TE;lvr;a;kan;0;2500
5;2020;4780;Bryant, Harrison;TE;cle;h;ind;0;2500
5;2020;4763;Holtz, J.P.;TE;chi;h;tam;0;2500
5;2020;4741;Arnold, Dan;TE;ari;a;nyj;0;3200
5;2020;4578;Willson, Luke;TE;sea;h;min;0;2500
5;2020;4592;Griffin, Ryan;TE;nyj;h;ari;0;3000
5;2020;4736;Alie-Cox, Mo;TE;ind;a;cle;0;4200
5;2020;4652;Kroft, Tyler;TE;buf;a;ten;0;3000
5;2020;4787;Parham, Donald;TE;lac;a;nor;0;2500
5;2020;4764;Yelder, Deon;TE;kan;h;lvr;0;2500
5;2020;4783;Gilliam, Reggie;TE;buf;a;ten;0;2500
5;2020;4679;Anderson, Stephen;TE;lac;a;nor;0;2500
5;2020;4577;Toilolo, Levine;TE;nyg;a;dal;0;2500
5;2020;5436;Brown, Daniel;TE;nyj;h;ari;0;2500
5;2020;4769;Carlson, Stephen;TE;cle;h;ind;0;2500
5;2020;4707;Hollister, Jacob;TE;sea;h;min;0;2500
5;2020;4786;Keizer, Nick;TE;kan;h;lvr;0;2500
5;2020;4732;Conklin, Tyler;TE;min;a;sea;0;2500
5;2020;4745;Dwelley, Ross;TE;sfo;h;mia;0;2500
5;2020;7003;Baltimore;Def;bal;h;cin;26;3900
5;2020;7008;Cleveland;Def;cle;h;ind;13;2700
5;2020;7016;Miami;Def;mia;a;sfo;12;2400
5;2020;7025;LA Rams;Def;lar;a;was;12;4000
5;2020;7020;New York G;Def;nyg;a;dal;11;2200
5;2020;7013;Indianapolis;Def;ind;a;cle;11;3300
5;2020;7032;Houston;Def;hou;h;jac;9;2600
5;2020;7009;Dallas;Def;dal;h;nyg;9;3100
5;2020;7024;Pittsburgh;Def;pit;h;phi;8;3800
5;2020;7030;Tennessee;Def;ten;h;buf;8;2100
5;2020;7028;Seattle;Def;sea;h;min;7;2800
5;2020;7001;Arizona;Def;ari;a;nyj;7;4100
5;2020;7029;Tampa Bay;Def;tam;a;chi;6;3200
5;2020;7006;Chicago;Def;chi;h;tam;6;2700
5;2020;7017;Minnesota;Def;min;a;sea;6;2200
5;2020;7005;Carolina;Def;car;a;atl;5;2400
5;2020;7022;Las Vegas;Def;lvr;a;kan;4;2000
5;2020;7014;Jacksonville;Def;jac;a;hou;4;2900
5;2020;7019;New Orleans;Def;nor;h;lac;3;2900
5;2020;7007;Cincinnati;Def;cin;a;bal;3;2300
5;2020;7026;LA Chargers;Def;lac;a;nor;3;2700
5;2020;7021;New York J;Def;nyj;h;ari;2;2500
5;2020;7031;Washington;Def;was;h;lar;2;2600
5;2020;7002;Atlanta;Def;atl;h;car;0;3000
5;2020;7023;Philadelphia;Def;phi;a;pit;-1;2800
5;2020;7015;Kansas City;Def;kan;h;lvr;-1;3500
5;2020;7027;San Francisco;Def;sfo;h;mia;-2;3700
5;2020;7004;Buffalo;Def;buf;a;ten;-4;3600
