Week;Year;GID;Name;Pos;Team;h/a;Oppt;DK points;DK salary
3;2020;5436;Brown, Daniel;TE;nyj;a;ind;0;2500
3;2020;4769;Carlson, Stephen;TE;cle;h;was;0;2500
3;2020;4732;Conklin, Tyler;TE;min;h;ten;0;2500
3;2020;4262;Witten, Jason;TE;lvr;a;nwe;0;2700
3;2020;4648;Brate, Cameron;TE;tam;a;den;0;2500
3;2020;4758;Wesco, Trevon;TE;nyj;a;ind;0;2500
3;2020;4782;Baugh, Marcus;TE;was;a;cle;0;2500
3;2020;7013;Indianapolis;Def;ind;h;nyj;26;4100
3;2020;7029;Tampa Bay;Def;tam;a;den;18;3700
3;2020;7018;New England;Def;nwe;h;lvr;15;3200
3;2020;7008;Cleveland;Def;cle;h;was;14;3800
3;2020;7027;San Francisco;Def;sfo;a;nyg;12;3500
3;2020;7016;Miami;Def;mia;a;jac;12;2500
3;2020;7005;Carolina;Def;car;a;lac;11;2200
3;2020;7028;Seattle;Def;sea;h;dal;11;2900
3;2020;7023;Philadelphia;Def;phi;h;cin;8;2800
3;2020;7007;Cincinnati;Def;cin;a;phi;7;2600
3;2020;7011;Detroit;Def;det;a;ari;7;2400
3;2020;7015;Kansas City;Def;kan;a;bal;7;3000
3;2020;7024;Pittsburgh;Def;pit;h;hou;7;4000
3;2020;7003;Baltimore;Def;bal;h;kan;7;3100
3;2020;7030;Tennessee;Def;ten;a;min;7;3900
3;2020;7004;Buffalo;Def;buf;h;lar;5;3400
3;2020;7002;Atlanta;Def;atl;h;chi;5;2800
3;2020;7010;Denver;Def;den;h;tam;4;3100
3;2020;7006;Chicago;Def;chi;a;atl;4;2900
3;2020;7001;Arizona;Def;ari;h;det;4;3300
3;2020;7025;LA Rams;Def;lar;a;buf;4;3000
3;2020;7026;LA Chargers;Def;lac;h;car;4;3600
3;2020;7022;Las Vegas;Def;lvr;a;nwe;3;2300
3;2020;7012;Green Bay;Def;gnb;a;nor;3;2800
3;2020;7009;Dallas;Def;dal;a;sea;2;2600
3;2020;7017;Minnesota;Def;min;h;ten;2;2500
3;2020;7032;Houston;Def;hou;a;pit;1;2100
3;2020;7031;Washington;Def;was;a;cle;1;3000
3;2020;7014;Jacksonville;Def;jac;h;mia;0;2700
3;2020;7021;New York J;Def;nyj;a;ind;0;2000
3;2020;7020;New York G;Def;nyg;h;sfo;-2;2700
3;2020;7019;New Orleans;Def;nor;h;gnb;-3;2900
